Text,Tokenized,Cleaned_Tokens,Cleaned_Text,Sentiment
thank much sharing breast cancer family 6 generations whenever doctor talks imaging mentality worried 28 mom 26 though thank reminding bc real come age watched videos continue follow journey thank sharing journey us thinking,"['thank', 'much', 'sharing', 'breast', 'cancer', 'family', 'generations', 'whenever', 'doctor', 'talks', 'imaging', 'mentality', 'worried', '28', 'mom', '26', 'though', 'thank', 'reminding', 'bc', 'real', 'come', 'age', 'watched', 'videos', 'continue', 'follow', 'journey', 'thank', 'sharing', 'journey', 'us', 'thinking']","['thank', 'much', 'sharing', 'breast', 'cancer', 'family', 'doctor', 'worried', 'mom', 'though', 'thank', 'real', 'com', 'age', 'watched', 'video', 'continuer', 'follow', 'journey', 'thank', 'sharing', 'journey', 'thinking']",thank much sharing breast cancer family doctor worried mom though thank real com age watched video continuer follow journey thank sharing journey thinking,2
dear beautiful delia stay strong praying israel,"['dear', 'beautiful', 'delia', 'stay', 'strong', 'praying', 'israel']","['dear', 'beautiful', 'delia', 'stay', 'strong', 'praying']",dear beautiful delia stay strong praying,2
thank posting putting going doctors way long lot cancer symptoms reason fear hospitals talking family health stopped every time plan going see dr makes frustrated first found lump 2018 thought nothing fear could late also autism find hard talk self family ps sorry put wanted peoples thoughts get around fear getting tested going get checked tomorrow best ever video think strong,"['thank', 'posting', 'putting', 'going', 'doctors', 'way', 'long', 'lot', 'cancer', 'symptoms', 'reason', 'fear', 'hospitals', 'talking', 'family', 'health', 'stopped', 'every', 'time', 'plan', 'going', 'see', 'dr', 'makes', 'frustrated', 'first', 'found', 'lump', '2018', 'thought', 'nothing', 'fear', 'could', 'late', 'also', 'autism', 'find', 'hard', 'talk', 'self', 'family', 'ps', 'sorry', 'put', 'wanted', 'peoples', 'thoughts', 'get', 'around', 'fear', 'getting', 'tested', 'going', 'get', 'checked', 'tomorrow', 'best', 'ever', 'video', 'think', 'strong']","['thank', 'posting', 'putting', 'going', 'doctor', 'way', 'long', 'lot', 'cancer', 'reason', 'fear', 'hospital', 'talking', 'family', 'health', 'every', 'tim', 'plan', 'going', 'see', 'make', 'first', 'found', 'thought', 'nothing', 'fear', 'could', 'late', 'also', 'find', 'hard', 'talk', 'family', 'sorry', 'pouvoir', 'wanted', 'people', 'thoughts', 'get', 'around', 'fear', 'getting', 'going', 'get', 'tomorrow', 'best', 'ever', 'video', 'think', 'strong']",thank posting putting going doctor way long lot cancer reason fear hospital talking family health every tim plan going see make first found thought nothing fear could late also find hard talk family sorry pouvoir wanted people thoughts get around fear getting going get tomorrow best ever video think strong,1
words coming mind commenting leave,"['words', 'coming', 'mind', 'commenting', 'leave']","['words', 'coming', 'mind', 'leav']",words coming mind leav,1
daughter 19 diagnosed ewing sarcoma 23 still battling ewing therapy related acute myleoid leukemia covid hard everyone especially cancer patient daughter lower lung removed emergency heart surgery without visitor restrictions sending love light healing thoughts,"['daughter', '19', 'diagnosed', 'ewing', 'sarcoma', '23', 'still', 'battling', 'ewing', 'therapy', 'related', 'acute', 'myleoid', 'leukemia', 'covid', 'hard', 'everyone', 'especially', 'cancer', 'patient', 'daughter', 'lower', 'lung', 'removed', 'emergency', 'heart', 'surgery', 'without', 'visitor', 'restrictions', 'sending', 'love', 'light', 'healing', 'thoughts']","['daughter', 'diagnosed', 'still', 'battling', 'therapy', 'leukemia', 'covid', 'hard', 'everyone', 'especially', 'cancer', 'patient', 'daughter', 'lung', 'removed', 'heart', 'surgery', 'without', 'sending', 'lover', 'light', 'healing', 'thought']",daughter diagnosed still battling therapy leukemia covid hard everyone especially cancer patient daughter lung removed heart surgery without sending lover light healing thought,1
delia sorry go difficult time pray husband get family guys deserve heal soon strong never give rooting,"['delia', 'sorry', 'go', 'difficult', 'time', 'pray', 'husband', 'get', 'family', 'guys', 'deserve', 'heal', 'soon', 'strong', 'never', 'give', 'rooting']","['delier', 'sorry', 'difficult', 'tim', 'pray', 'husband', 'get', 'family', 'guy', 'deserve', 'heal', 'soon', 'strong', 'never', 'giv', 'rooting']",delier sorry difficult tim pray husband get family guy deserve heal soon strong never giv rooting,0
patients tell experience terrible taste getting port flushed one recommended pushing tongue roof mouth flush happening swears asked tell patients hope trick helps sending prayers rest journey goes well,"['patients', 'tell', 'experience', 'terrible', 'taste', 'getting', 'port', 'flushed', 'one', 'recommended', 'pushing', 'tongue', 'roof', 'mouth', 'flush', 'happening', 'swears', 'asked', 'tell', 'patients', 'hope', 'trick', 'helps', 'sending', 'prayers', 'rest', 'journey', 'goes', 'well']","['patient', 'tell', 'experience', 'terrible', 'tast', 'getting', 'port', 'flushed', 'one', 'recommended', 'mouth', 'flush', 'asked', 'tell', 'patient', 'hop', 'help', 'sending', 'prayer', 'rest', 'journey', 'well']",patient tell experience terrible tast getting port flushed one recommended mouth flush asked tell patient hop help sending prayer rest journey well,4
thank sharing really angel sent god amazing beautiful soul strong light shines makes see blessed life every min take granted love prayers hubby,"['thank', 'sharing', 'really', 'angel', 'sent', 'god', 'amazing', 'beautiful', 'soul', 'strong', 'light', 'shines', 'makes', 'see', 'blessed', 'life', 'every', 'min', 'take', 'granted', 'love', 'prayers', 'hubby']","['thank', 'sharing', 'really', 'angel', 'sentir', 'god', 'amazing', 'beautiful', 'soul', 'strong', 'light', 'see', 'blessed', 'lif', 'every', 'min', 'take', 'lover', 'prayer', 'hubby']",thank sharing really angel sentir god amazing beautiful soul strong light see blessed lif every min take lover prayer hubby,2
pray father creator heaven earth comfort carry go valley loves everlasting love,"['pray', 'father', 'creator', 'heaven', 'earth', 'comfort', 'carry', 'go', 'valley', 'loves', 'everlasting', 'love']","['pray', 'father', 'heaven', 'comfort', 'carry', 'love', 'lover']",pray father heaven comfort carry love lover,2
gids amazing healing power upon,"['gids', 'amazing', 'healing', 'power', 'upon']","['amazing', 'healing', 'power', 'upon']",amazing healing power upon,2
strong beautiful woman,"['strong', 'beautiful', 'woman']","['strong', 'beautiful', 'woman']",strong beautiful woman,2
praying total healing restoration name jesus,"['praying', 'total', 'healing', 'restoration', 'name', 'jesus']","['praying', 'total', 'healing', 'name', 'jesu']",praying total healing name jesu,1
amazing,['amazing'],['amazing'],amazing,2
amazing praying,"['amazing', 'praying']","['amazing', 'praying']",amazing praying,2
saline flush worst hospital major post op infection def hated saline flush huge pain rush brain many flush quick long got go slow use much surgeries later bad taste mouth awful especially flushing several times day giving different medications knock saying saline worst totally despite surgeries,"['saline', 'flush', 'worst', 'hospital', 'major', 'post', 'op', 'infection', 'def', 'hated', 'saline', 'flush', 'huge', 'pain', 'rush', 'brain', 'many', 'flush', 'quick', 'long', 'got', 'go', 'slow', 'use', 'much', 'surgeries', 'later', 'bad', 'taste', 'mouth', 'awful', 'especially', 'flushing', 'several', 'times', 'day', 'giving', 'different', 'medications', 'knock', 'saying', 'saline', 'worst', 'totally', 'despite', 'surgeries']","['salin', 'flush', 'worst', 'hospital', 'major', 'post', 'infection', 'salin', 'flush', 'pain', 'brain', 'many', 'flush', 'quick', 'long', 'got', 'much', 'later', 'bad', 'tast', 'mouth', 'awful', 'especially', 'flushing', 'time', 'day', 'giving', 'differer', 'medication', 'saying', 'salin', 'worst', 'totally']",salin flush worst hospital major post infection salin flush pain brain many flush quick long got much later bad tast mouth awful especially flushing time day giving differer medication saying salin worst totally,0
sending prayers may god heal,"['sending', 'prayers', 'may', 'god', 'heal']","['sending', 'prayers', 'may', 'god', 'heal']",sending prayers may god heal,1
thank brave sharing story know personally praying everyone fighting terrible thing call cancer lost father law colon cancer hardest thing watch especially old treatment praying knowing come winner,"['thank', 'brave', 'sharing', 'story', 'know', 'personally', 'praying', 'everyone', 'fighting', 'terrible', 'thing', 'call', 'cancer', 'lost', 'father', 'law', 'colon', 'cancer', 'hardest', 'thing', 'watch', 'especially', 'old', 'treatment', 'praying', 'knowing', 'come', 'winner']","['thank', 'brave', 'sharing', 'story', 'know', 'praying', 'everyone', 'fighting', 'terrible', 'thing', 'call', 'cancer', 'lost', 'father', 'law', 'colon', 'cancer', 'hardest', 'thing', 'watch', 'especially', 'old', 'treatment', 'praying', 'come', 'winner']",thank brave sharing story know praying everyone fighting terrible thing call cancer lost father law colon cancer hardest thing watch especially old treatment praying come winner,1
always keep fighting beautiful,"['always', 'keep', 'fighting', 'beautiful']","['alway', 'keep', 'fighting', 'beautiful']",alway keep fighting beautiful,3
wow beautiful woman inside strength amazing sending love prayers,"['wow', 'beautiful', 'woman', 'inside', 'strength', 'amazing', 'sending', 'love', 'prayers']","['wow', 'beautiful', 'woman', 'insid', 'strength', 'amazing', 'sending', 'lover', 'prayer']",wow beautiful woman insid strength amazing sending lover prayer,2
medication wear ppe classified hazardous drugs drugs cause reproductive issues fetal defects dangerous used treatment something even dangerous work children hospital pregnant avoid often,"['medication', 'wear', 'ppe', 'classified', 'hazardous', 'drugs', 'drugs', 'cause', 'reproductive', 'issues', 'fetal', 'defects', 'dangerous', 'used', 'treatment', 'something', 'even', 'dangerous', 'work', 'children', 'hospital', 'pregnant', 'avoid', 'often']","['medication', 'wear', 'drug', 'cause', 'issu', 'used', 'treatment', 'something', 'even', 'work', 'children', 'hospital', 'often']",medication wear drug cause issu used treatment something even work children hospital often,1
keep going delia cute strong,"['keep', 'going', 'delia', 'cute', 'strong']","['keep', 'going', 'delier', 'cute', 'strong']",keep going delier cute strong,2
wünsche dir alles alles gute halte dir fest die daumen lg hilla,"['wünsche', 'dir', 'alles', 'alles', 'gute', 'halte', 'dir', 'fest', 'die', 'daumen', 'lg', 'hilla']","['gut', 'die']",gut die,1
finished chemo regime awaiting surgery thursday stay strong great,"['finished', 'chemo', 'regime', 'awaiting', 'surgery', 'thursday', 'stay', 'strong', 'great']","['finished', 'chemo', 'surgery', 'stay', 'strong', 'great']",finished chemo surgery stay strong great,2
god bless 2 amazing sharing help others prayers blessings,"['god', 'bless', 'amazing', 'sharing', 'help', 'others', 'prayers', 'blessings']","['god', 'bless', 'amazing', 'sharing', 'help', 'other', 'prayer', 'blessing']",god bless amazing sharing help other prayer blessing,2
hug prayers,"['hug', 'prayers']","['hug', 'prayer']",hug prayer,1
makes cry seeing go wish could hug,"['makes', 'cry', 'seeing', 'go', 'wish', 'could', 'hug']","['make', 'cry', 'seeing', 'wish', 'could', 'hug']",make cry seeing wish could hug,1
lucky still husband come infusions cancer systemic lupus get one two treatments infusion able anyone come year,"['lucky', 'still', 'husband', 'come', 'infusions', 'cancer', 'systemic', 'lupus', 'get', 'one', 'two', 'treatments', 'infusion', 'able', 'anyone', 'come', 'year']","['lucky', 'still', 'husband', 'come', 'infusion', 'cancer', 'get', 'one', 'two', 'treatment', 'infusion', 'abl', 'anyon', 'come', 'year']",lucky still husband come infusion cancer get one two treatment infusion abl anyon come year,2
know covid going treatment must scary glad support time,"['know', 'covid', 'going', 'treatment', 'must', 'scary', 'glad', 'support', 'time']","['know', 'covid', 'going', 'treatment', 'must', 'scary', 'glad', 'support', 'tim']",know covid going treatment must scary glad support tim,1
praying,['praying'],['praying'],praying,1
delia strong beautiful strong sincere humble person inside god give us nothing strong enough handle gives toughest battles strongest soldiers makes stronger know chapter life may seem dark rough scary etc everything life happens reason lesson blessing etc everything life temporary people always wanna question throughout seasons life questions answered try look like minor setback major comeback keep head princess let tiara tilt,"['delia', 'strong', 'beautiful', 'strong', 'sincere', 'humble', 'person', 'inside', 'god', 'give', 'us', 'nothing', 'strong', 'enough', 'handle', 'gives', 'toughest', 'battles', 'strongest', 'soldiers', 'makes', 'stronger', 'know', 'chapter', 'life', 'may', 'seem', 'dark', 'rough', 'scary', 'etc', 'everything', 'life', 'happens', 'reason', 'lesson', 'blessing', 'etc', 'everything', 'life', 'temporary', 'people', 'always', 'wanna', 'question', 'throughout', 'seasons', 'life', 'questions', 'answered', 'try', 'look', 'like', 'minor', 'setback', 'major', 'comeback', 'keep', 'head', 'princess', 'let', 'tiara', 'tilt']","['delier', 'strong', 'beautiful', 'strong', 'person', 'insid', 'god', 'giv', 'nothing', 'strong', 'enough', 'give', 'battle', 'strongest', 'make', 'stronger', 'know', 'life', 'may', 'seem', 'scary', 'etc', 'everything', 'life', 'happen', 'reason', 'blessing', 'etc', 'everything', 'life', 'people', 'alway', 'wanna', 'question', 'throughout', 'lif', 'question', 'try', 'look', 'like', 'major', 'keep', 'head', 'let']",delier strong beautiful strong person insid god giv nothing strong enough give battle strongest make stronger know life may seem scary etc everything life happen reason blessing etc everything life people alway wanna question throughout lif question try look like major keep head let,2
love much know god watching bless heart soul pray time delia kudos go thank much sharing,"['love', 'much', 'know', 'god', 'watching', 'bless', 'heart', 'soul', 'pray', 'time', 'delia', 'kudos', 'go', 'thank', 'much', 'sharing']","['lover', 'much', 'know', 'god', 'watching', 'bless', 'heart', 'soul', 'pray', 'tim', 'delier', 'thank', 'much', 'sharing']",lover much know god watching bless heart soul pray tim delier thank much sharing,2
